,Unnamed: 0,text,favourite_count,retweet_count,created_at,len,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
128,238,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-31 06:16:47,140,advanc book fast furiou preview open book your ticket http fcbraveh #pvr,72,"Sentiment(polarity=0.1, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
129,240,"@gojouf The suicide squad, jungle cruise ,Fast and Furious 9,Loki",0,0,2021-08-31 05:21:25,65,suicid squad jungl cruis fast furiou loki,41,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
130,241,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-31 05:20:17,132,plan watch fast furiou shangchi same screen sorri lord http nbup,64,"Sentiment(polarity=0.1, subjectivity=0.3625)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
131,242,"1. Moana
2. Call Me By Your Name
3. 9/10 fast and furious movies https://t.co/wZfw5zdfAQ",1,0,2021-08-31 05:00:32,88,moana call your name fast furiou movi http wzfw zdfaq,53,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
132,243,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-31 04:51:57,140,fast furiou furiou fan becaus famili #fastandfuri #famili #alangarcinema http,77,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,Positive
133,245,"My friend refused to got watch fast&amp;furious 9 w me because its too dumb,,, mannn if i want to leave my grey matter behind at the entrance of the cinema and enjoy cars going boom and have fun does not mean im less intellectual🤨 the fuck",1,0,2021-08-31 04:03:15,239,friend refus watch fast furiou becaus dumb mannn want leav grey matter behind entranc cinema enjoy car go boom have doe mean less intellectu fuck,145,"Sentiment(polarity=-0.13802083333333331, subjectivity=0.4692708333333334)","{'neg': 0.189, 'neu': 0.521, 'pos': 0.29, 'compound': 0.1226}",0.1226,Positive
134,251,F9 Review: Slick Racing  Character Nostalgia Overcomes Silly Action Scenes |  #movies #entertainment https://t.co/D2VKLgsaNq,0,0,2021-08-31 03:13:49,124,review slick race charact nostalgia overcom silli action scene #movi #entertain http vklgsanq,93,"Sentiment(polarity=-0.075, subjectivity=0.2375)","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,Positive
135,252,@MoreDodgerBlues Flew into out let space like it was in Fast and Furious 9,1,0,2021-08-31 02:23:59,74,flew into space like fast furiou,32,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive
136,253,Why hasn't there been a Shrek 5 yet? There's 9 Fast and Furious movies and they're all perfect. Shouldn't Shrek also keep going?,4,0,2021-08-31 02:18:55,128,hasn there been shrek there fast furiou movi they perfect shouldn shrek also keep go,84,"Sentiment(polarity=0.6, subjectivity=0.8)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}",0.5719,Positive
137,254,@JohnCena @hulu @VacationFriends When fast and furious 9 come in india,0,0,2021-08-31 02:08:45,70,when fast furiou come india,27,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
138,255,"Actually, I haven't seen
4. Oklahoma! 
5. Breakfast at Tiffany's
6. Heathers 
either. 
or
7. The Way We Were
8. Mommie Dearest
9. any The Fast and the Furious movies.",6,0,2021-08-31 02:02:52,166,actual haven seen oklahoma breakfast tiffani heather either were mommi dearest fast furiou movi,95,"Sentiment(polarity=0.1, subjectivity=0.35)","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5574}",0.5574,Positive
139,256,fast and furious 9 was an excellent movie,2,0,2021-08-31 01:33:05,41,fast furiou excel movi,22,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}",0.4588,Positive
140,258,"RT @KoritoPrime: The fast and the Furious (2001) and Fast &amp; Furious (2009) represent the early Hesei era of the franchise
 
Fast five (2011…",0,2,2021-08-31 00:01:29,144,fast furiou fast furiou repres earli hesei franchis fast five,61,"Sentiment(polarity=0.20000000000000004, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
141,259,"@mwaxy123 Fast and furious 9, Suicide Squad and this comedy on Hulu (that has been hilarious) that came out like last Friday😭

Mans said ima be the rock and actually did it",1,0,2021-08-30 23:50:17,172,fast furiou suicid squad thi comedi hulu that been hilari that came like last friday man said rock actual,105,"Sentiment(polarity=0.06666666666666667, subjectivity=0.25555555555555554)","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,Positive
142,266,"@JohnCena @hbomax @JamesGunn @SuicideSquadWB I watch 2 times. And I would watch again. Because I watch Fast and Furious 9, 5 times. Just to see the love of my life there. And I don't know if John know that I am completely in love for him😏🤨😜😹♥️ @JohnCena",4,0,2021-08-30 22:06:32,253,watch time would watch again becaus watch fast furiou time just love life there know john know that complet love,112,"Sentiment(polarity=0.39999999999999997, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.8555}",0.8555,Positive
143,268,@Ashton5SOS have you seen fast and furious 9? 😁,0,0,2021-08-30 21:51:19,47,have seen fast furiou,21,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
144,269,You come here to roast KOB..... Did you watch Fast and Furious 9?,0,0,2021-08-30 21:30:37,65,come here roast watch fast furiou,33,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
145,270,"Snake eyes is such a rubbish movie..
Rogue hostage, another rubbish..
Fast and furious 9, another bag of saw dust...

Nna this 2021 movies Sef 🤦‍♂🤦‍♂🤦‍♂",2,0,2021-08-30 21:29:32,152,snake eye such rubbish movi rogu hostag anoth rubbish fast furiou anoth dust thi movi,85,"Sentiment(polarity=0.1, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
146,271,"Fast &amp; Furious 9 (2021) is Now Available on 4K UHD, Blu-ray &amp; DVD.  Fast cars, thin plot, insane and unrealistic action sequences while remaining entertaining.  Review Attached!

#Fast9 | #FastAndFurious | #F9 | #TheFastSaga | #F9TheFastSaga |

https://t.co/Dlf6AwOhZl",0,0,2021-08-30 21:25:48,276,fast furiou avail fast car thin plot insan unrealist action sequenc while remain entertain review attach #fast #fastandfuri #thefastsaga thefastsaga http awohzl,160,"Sentiment(polarity=0.06000000000000001, subjectivity=0.55)","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182,Positive
147,273,"When I saw Cardi B in Fast and Furious 9.
My reaction: https://t.co/iSABRdOHdq",0,0,2021-08-30 20:51:48,78,when cardi fast furiou reaction http isabrdohdq,47,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
148,276,Today probably marks the 1 000 000 I’ve watched Fast And Furious 7 &amp; 9 😩😭 my older son is obsessed hle💔,4,0,2021-08-30 20:06:04,107,today probabl mark watch fast furiou older obsess,49,"Sentiment(polarity=0.18333333333333335, subjectivity=0.4666666666666667)","{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
149,277,fast and furious 9 is the most unrealistic and stupid film ive ever watched,1,0,2021-08-30 19:41:53,75,fast furiou most unrealist stupid film ever watch,49,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.7000000000000001)","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.5688}",-0.5688,Negative
150,279,"Just watched fast and furious 9
OK I love all the films and yes there over the top massively but that's the idea switching off from the real world and sitting in the world off unrealism.
Actually not a bad watch considering no dwayne johnson or statham",2,0,2021-08-30 19:12:35,252,just watch fast furiou love film there over massiv that idea switch from real world sit world unreal actual watch consid dwayn johnson statham,142,"Sentiment(polarity=0.22499999999999998, subjectivity=0.4)","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6369}",0.6369,Positive
151,280,@jaredngesa @OlisayDan @Tonygachoka They are waiting for it to roll in crowds for common sense to be restored. They act as if they are in Fast and Furious 9 in our terribly maintained Kenyan roads.,1,0,2021-08-30 19:11:17,197,they wait roll crowd common sens restor they they fast furiou terribl maintain kenyan road,90,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
152,281,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 18:48:44,143,fast furiou shang both come kannada theatr have start give slot kannada version,79,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
153,283,"The fast and the Furious (2001) and Fast &amp; Furious (2009) represent the early Hesei era of the franchise
 
Fast five (2011) and The fate of the Furious (2017) represent the late Hesei era of the franchise

And Fast 9 (2021) is the start of the Reiwa era

In this essay I will",1,2,2021-08-30 18:37:08,279,fast furiou fast furiou repres earli hesei franchis fast five fate furiou repres late hesei franchis fast start reiwa thi essay will,132,"Sentiment(polarity=0.10000000000000002, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
154,290,"Take a look at our review of @TheFastSaga #F9!
🚨 Spoiler Alert 🚨

#FastAndTheFurious #VinDiesel #Fast9 #TheFastSaga
https://t.co/57s7dpCoAg",1,0,2021-08-30 18:04:01,139,take look review spoiler alert #fastandthefuri #vindiesel #fast #thefastsaga http dpcoag,88,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}",0.296,Positive
155,291,"Fast And The Furious 9: The Fast Saga Fast And The Furious 9: The Fast SagaDom Toretto, Letty and their son are finally living the live they have always wanted. Off the grid and in the middle of nowhere with nothing around them but themselves.... https://t.co/7Kgj5VJRHv",0,0,2021-08-30 18:01:38,270,fast furiou fast saga fast furiou fast sagadom toretto letti their final live live they have alway want grid middl nowher with noth around them themselv http vjrhv,163,"Sentiment(polarity=0.15324675324675324, subjectivity=0.6285714285714287)","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0772}",0.0772,Positive
156,292,Fast And The Furious 9: The Fast Saga https://t.co/HulAwkSlWs,0,0,2021-08-30 18:01:15,61,fast furiou fast saga http hulawkslw,36,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
157,296,"it was F9 😁😁🙌🏻🙌🏻

loved watching fast and furious 9 Saturday night 🤩🤩❤️❤️ https://t.co/HaqHvMPJuL",0,0,2021-08-30 17:38:59,97,love watch fast furiou saturday night http haqhvmpjul,53,"Sentiment(polarity=0.35, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,Positive
158,299,"Annoyed at myself. They keep making Fast &amp; Furious films and despite them getting increasingly shite with every installment, I keep watching them. The official order of best to worst now stands at....
5
3
1
2
4
Hobbs and Shaw
6
8
9
7*",0,0,2021-08-30 17:10:16,238,annoy myself they keep make fast furiou film despit them get increasingli shite with everi instal keep watch them offici order best worst stand hobb shaw,153,"Sentiment(polarity=0.06666666666666665, subjectivity=0.6333333333333333)","{'neg': 0.205, 'neu': 0.673, 'pos': 0.123, 'compound': -0.4215}",-0.4215,Negative
159,302,"Fast and furious 9, so unrealistic, let me just nos into a bridge and rope swing across and fat ass drop and the land without a drop on thei face",1,0,2021-08-30 17:03:44,145,fast furiou unrealist just into bridg rope swing across drop land without drop thei face,88,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.124, 'neu': 0.769, 'pos': 0.107, 'compound': -0.0736}",-0.0736,Negative
160,303,1.99€ for a ticket to fast and furious 9???? wtf why is it so cheap,6,0,2021-08-30 16:55:49,67,ticket fast furiou cheap,24,"Sentiment(polarity=0.30000000000000004, subjectivity=0.6499999999999999)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
161,305,"Yeah Candyman has just moved up my rankings to the worst film I’ve watched in the cinema, overtaking Fast and Furious 9",1,0,2021-08-30 16:45:35,119,yeah candyman just move rank worst film watch cinema overtak fast furiou,72,"Sentiment(polarity=-0.5333333333333333, subjectivity=0.8333333333333334)","{'neg': 0.252, 'neu': 0.613, 'pos': 0.135, 'compound': -0.4404}",-0.4404,Negative
162,307,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant fast and furious 9,0,0,2021-08-30 16:44:35,64,#ubaldijeveuxvibr devant fast furiou,36,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
163,308,"I think Spiderman No Way Home could hit $1billion without no doubt even during this pandemic. It’s one of the most anticipating movie this year. Look how far Fast Furious 9 gets in the box office eventhough I haven’t watch that movie. And Hai, Mom did well in China’s box office. https://t.co/Guxtp2X4hx",0,0,2021-08-30 16:39:42,303,think spiderman home could billion without doubt even dure thi pandem most anticip movi thi year look fast furiou get offic eventhough haven watch that movi well china offic http guxtp,184,"Sentiment(polarity=0.35, subjectivity=0.55)","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4956}",0.4956,Positive
164,312,"Fast and Furious 9. 
Just don't!!!!!",0,0,2021-08-30 16:28:35,36,fast furiou just,16,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
165,318,"Fast and Furious 9
Shang chi

Big movies this weekend 😍😍",0,0,2021-08-30 15:55:46,56,fast furiou shang movi thi weekend,34,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
166,328,"RT @gvstudiocitytnj: #Weareback Fast and Furious 9 (Tamil-2D) releasing at @gvstudiocitytnj on Sep 2, 2021 (Thursday) 
Screen : Shanthi 4K…",0,2,2021-08-30 15:38:11,139,#weareback fast furiou tamil releas thursday screen shanthi,59,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
167,331,"RT @INOXMovies: Yes! It's here! 
Advance booking for Fast and Furious 9 preview is now open!🔥
So hurry up! Book tickets now!
https://t.co/o…",0,6,2021-08-30 15:31:34,140,here advanc book fast furiou preview open hurri book ticket http,64,"Sentiment(polarity=0.1, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
168,336,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 15:16:53,140,dear hope go releas both fast furiou shang kannada centr bengal,63,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}",0.6705,Positive
169,345,RT @iluvstocks1: $WISH 9/3 8$ C @ 0.19  fast and furious also $WISH 9/03 7.5 C with action - they want it !  these are weeklies so manage i…,0,3,2021-08-30 15:12:23,140,wish fast furiou also wish with action they want these weekli manag,67,"Sentiment(polarity=0.15000000000000002, subjectivity=0.35)","{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.6908}",0.6908,Positive
170,346,@srisakthicinema Hi ssc fast and furious 9 unga theatre la podunga eager to watch,0,0,2021-08-30 15:11:43,81,fast furiou unga theatr podunga eager watch,43,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,Positive
171,352,"#Weareback Fast and Furious 9 (Tamil-2D) releasing at @gvstudiocitytnj on Sep 2, 2021 (Thursday) 
Screen : Shanthi 4K AC DTS
#fastandfurious9 https://t.co/1jhaMAOdJv",19,2,2021-08-30 15:00:09,165,#weareback fast furiou tamil releas thursday screen shanthi #fastandfuri http jhamaodjv,87,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
172,353,@Competitionwor1 @haltyballa Amazon because I have Fast and Furious 9 on wish list and would like to watch it,1,0,2021-08-30 14:57:49,109,amazon becaus have fast furiou wish list would like watch,57,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7096}",0.7096,Positive
173,361,Disney unveils Artemis Fowl trailer  Fast and Furious 9: repeat teasers for the next installment in the saga https://t.co/AyhfRD5WRP https://t.co/YhOxWSmLlf,0,0,2021-08-30 14:45:50,156,disney unveil artemi fowl trailer fast furiou repeat teaser next instal saga http ayhfrd http yhoxwsmllf,104,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
174,362,"Fast and Furious 9: repeat teasers for the next installment in the saga  There are generally two schools among moviegoers. On the one hand, we have those who browse the web for the slightest info or t https://t.co/HuANuNhL0K https://t.co/SXQoO416FN",0,0,2021-08-30 14:45:13,248,fast furiou repeat teaser next instal saga there gener school among moviego hand have those brows slightest info http huanunhl http sxqoo,137,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.079, 'neu': 0.794, 'pos': 0.127, 'compound': 0.296}",0.296,Positive
175,365,"RT @Gadgets360: Fast &amp; Furious 9 will now release on September 2 in India in English, Hindi, Tamil, and Telugu

https://t.co/VtHMF1pVl6",0,2,2021-08-30 14:37:14,139,fast furiou will releas septemb india english hindi tamil telugu http vthmf,75,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
176,385,A VER FAST AND FURIOUS 9 PORFIN,0,0,2021-08-30 13:54:17,31,fast furiou porfin,18,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
177,386,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/ZcS1nEJ2JG https://t.co/lwQewwSgQE",2,1,2021-08-30 13:49:07,263,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http http lwqewwsgq,158,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8625}",0.8625,Positive
178,387,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/e1955quXUp",23,9,2021-08-30 13:46:37,239,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http quxup,149,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8625}",0.8625,Positive
179,403,"Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/mnn23lNwea https://t.co/g8fCvEDgzT",10,6,2021-08-30 13:22:03,277,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http lnwea http fcvedgzt,163,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8625}",0.8625,Positive
180,426,"#FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fast and Furious 9 and shang chi in Kannada in all centres of Karnataka.
#FF9InKannada 
@UniversalIND
 
@Marvel_India https://t.co/QQ7XK23r6n",1,2,2021-08-30 13:10:55,264,inkannada #shangchiinkannada #entertainmentinkannada #bookmyshow dear pleas fast furiou shang kannada centr karnataka inkannada http,132,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}",0.3818,Positive
181,430,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/orplhpqxVD https://t.co/y1l2eGKcaH",13,13,2021-08-30 13:08:55,263,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http orplhpqxvd http egkcah,166,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8625}",0.8625,Positive
182,432,"Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InKannada @UniversalIND @Marvel_India https://t.co/blP3TBR0ZK https://t.co/eTZuqPBpFB",7,4,2021-08-30 13:07:32,205,dear pleas fast furiou kannada centr mysor karnataka inkannada http http etzuqpbpfb,83,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.3818,Positive
183,433,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/dLHuGbht2O https://t.co/cvTw31C078",9,6,2021-08-30 13:07:05,263,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http dlhugbht http cvtw,162,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8625}",0.8625,Positive
184,435,RT @Supriya_pro: Car space me uda rahe hai fast and furious 9 me,0,1,2021-08-30 13:05:14,64,space rahe fast furiou,22,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
185,449,"#FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fast and Furious 9 and shang chi in Kannada in all centres of Karnataka.
#FF9InKannada 
@UniversalIND
 
@Marvel_India",9,7,2021-08-30 12:55:41,240,inkannada #shangchiinkannada #entertainmentinkannada #bookmyshow dear pleas fast furiou shang kannada centr karnataka inkannada,127,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",0.3818,Positive
186,453,Request to all Fans Please Visit Your Nearest Theatre and Enjoy Movies like Bell Bottom Chehre Now Hollywood ALSO releasing Fast And Furious 9 #FastAndFurious9 in Theatre With Multiple Language https://t.co/dbA0KnYmMZ,2,0,2021-08-30 12:54:52,217,request fan pleas visit your nearest theatr enjoy movi like bell bottom chehr hollywood also releas fast furiou #fastandfuri theatr with multipl languag http knymmz,164,"Sentiment(polarity=0.30000000000000004, subjectivity=0.55)","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7906}",0.7906,Positive
187,456,Me: anytime i want to watch fast and fast furious 9 https://t.co/FYwJhr9O70,0,0,2021-08-30 12:54:28,75,anytim want watch fast fast furiou http fywjhr,46,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",0.0772,Positive
188,464,"Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InKannada @UniversalIND @Marvel_India https://t.co/cVmDEUwuIT",91,39,2021-08-30 12:47:52,181,dear pleas fast furiou kannada centr mysor karnataka inkannada http cvmdeuwuit,78,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}",0.3818,Positive
189,471,"Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to add the Kannada version too.
@UniversalIND #FF9InKannada #DubbingInKannada #EntertainmentInKannada https://t.co/p7FBOdB3AD",41,26,2021-08-30 12:44:26,238,dear onli have english version hubli karnataka fast furiou request kannada version inkannada #dubbinginkannada #entertainmentinkannada http fbodb,145,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",0.3818,Positive
190,479,"Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/ECpxWdylx8",14,13,2021-08-30 12:38:29,238,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http ecpxwdylx,153,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8625}",0.8625,Positive
191,482,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/lEB05s7mHB",62,39,2021-08-30 12:34:51,239,dear hope go releas both fast furiou shang kannada centr bengaluru look forward watch such great movi kannada inkannada #shangchiinkannada http,143,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6166666666666667)","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8625}",0.8625,Positive
192,483,Fast and Furious 9 is all about a hug.,3,0,2021-08-30 12:20:11,38,fast furiou about,17,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
